date,0
2024-02-06 08:30:00-05:00,0
2024-02-06 08:31:00-05:00,0
2024-02-06 08:32:00-05:00,0
2024-02-06 08:33:00-05:00,0
2024-02-06 08:34:00-05:00,0
2024-02-06 08:35:00-05:00,0
2024-02-06 08:36:00-05:00,0
2024-02-06 08:37:00-05:00,0
2024-02-06 08:38:00-05:00,0
2024-02-06 08:39:00-05:00,1
2024-02-06 08:40:00-05:00,1
2024-02-06 08:41:00-05:00,1
2024-02-06 08:42:00-05:00,1
2024-02-06 08:43:00-05:00,1
2024-02-06 08:44:00-05:00,1
2024-02-06 08:45:00-05:00,1
2024-02-06 08:46:00-05:00,1
2024-02-06 08:47:00-05:00,1
2024-02-06 08:48:00-05:00,0
2024-02-06 08:49:00-05:00,0
2024-02-06 08:50:00-05:00,0
2024-02-06 08:51:00-05:00,0
2024-02-06 08:52:00-05:00,0
2024-02-06 08:53:00-05:00,0
2024-02-06 08:54:00-05:00,0
2024-02-06 08:55:00-05:00,0
2024-02-06 08:56:00-05:00,0
2024-02-06 08:57:00-05:00,0
2024-02-06 08:58:00-05:00,0
2024-02-06 08:59:00-05:00,0
2024-02-06 09:00:00-05:00,0
2024-02-06 09:01:00-05:00,0
2024-02-06 09:02:00-05:00,0
2024-02-06 09:03:00-05:00,0
2024-02-06 09:04:00-05:00,0
2024-02-06 09:05:00-05:00,1
2024-02-06 09:06:00-05:00,1
2024-02-06 09:07:00-05:00,1
2024-02-06 09:08:00-05:00,1
2024-02-06 09:09:00-05:00,1
2024-02-06 09:10:00-05:00,1
2024-02-06 09:11:00-05:00,1
2024-02-06 09:12:00-05:00,1
2024-02-06 09:13:00-05:00,0
2024-02-06 09:14:00-05:00,0
2024-02-06 09:15:00-05:00,0
2024-02-06 09:16:00-05:00,0
2024-02-06 09:17:00-05:00,0
2024-02-06 09:18:00-05:00,0
2024-02-06 09:19:00-05:00,0
2024-02-06 09:20:00-05:00,0
2024-02-06 09:21:00-05:00,0
2024-02-06 09:22:00-05:00,0
2024-02-06 09:23:00-05:00,0
2024-02-06 09:24:00-05:00,0
2024-02-06 09:25:00-05:00,0
2024-02-06 09:26:00-05:00,0
2024-02-06 09:27:00-05:00,0
2024-02-06 09:28:00-05:00,0
2024-02-06 09:29:00-05:00,0
2024-02-06 09:30:00-05:00,0
2024-02-06 09:31:00-05:00,0
2024-02-06 09:32:00-05:00,0
2024-02-06 09:33:00-05:00,0
2024-02-06 09:34:00-05:00,0
2024-02-06 09:35:00-05:00,0
2024-02-06 09:36:00-05:00,0
2024-02-06 09:37:00-05:00,0
