date,open,high,low,close,volume,average,barCount
2024-04-11 08:00:00-04:00,13.93,13.93,13.93,13.93,100.0,13.93,1
2024-04-11 08:00:05-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:10-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:15-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:20-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:25-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:30-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:35-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:40-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:45-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:50-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:00:55-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:00-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:05-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:10-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:15-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:20-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:25-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:30-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:35-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:40-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:45-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:50-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:01:55-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:00-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:05-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:10-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:15-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:20-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:25-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:30-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:35-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:40-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:45-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:50-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:02:55-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:03:00-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
2024-04-11 08:03:05-04:00,13.93,13.93,13.93,13.93,0.0,13.93,0
